ProductKey,ProductId,LocationId,ProductName,Category,CategoryId,Price,SKU
189,102,10,DESI INDRA JAV SEEDS,SEEDS,703,4.01,CAGR-00002-00045
190,103,10,HALDIRAM'S CORN FLAKES MIX,PANTRY,379,1.83,CAGR-00002-00046
191,103,10,HALDIRAM'S CORN FLAKES MIX,SNACKS,540,1.83,CAGR-00002-00046
192,103,10,HALDIRAM'S CORN FLAKES MIX,SNACKS MIX,731,1.83,CAGR-00002-00046
193,104,10,ASHOKA PANEER MAKHANI,MORE PANTRY,536,2.86,CAGR-00002-00047
194,104,10,ASHOKA PANEER MAKHANI,PANTRY,379,2.86,CAGR-00002-00047
195,104,10,ASHOKA PANEER MAKHANI,READY TO PREPARE,713,2.86,CAGR-00002-00047
196,105,10,TAZA PARATHAS,PANTRY,379,7.89,CAGR-00002-00048
197,105,10,TAZA PARATHAS,PARATHA,594,7.89,CAGR-00002-00048
198,105,10,TAZA PARATHAS,"ROTI, PITA & NAAN",538,7.89,CAGR-00002-00048
199,106,10,MDH STUFFED PARANTHA MASALA,GROCERY,349,2.06,CAGR-00002-00049
200,106,10,MDH STUFFED PARANTHA MASALA,MORE MASALA,653,2.06,CAGR-00002-00049
201,106,10,MDH STUFFED PARANTHA MASALA,SPICE MIX,503,2.06,CAGR-00002-00049
202,107,10,BEDESSEE HASSAR CASCADU - WILD CAUGH FISH,FISH & SEAFOOD,595,22.99,CAGR-00002-00050
203,107,10,BEDESSEE HASSAR CASCADU - WILD CAUGH FISH,MEAT ITEMS,290,22.99,CAGR-00002-00050
204,107,10,BEDESSEE HASSAR CASCADU - WILD CAUGH FISH,SEAFOODS,458,22.99,CAGR-00002-00050
205,108,10,NATIONAL MANGO CHILLI SAUCE,CHILLI SAUCE,720,6.89,CAGR-00002-00051
206,108,10,NATIONAL MANGO CHILLI SAUCE,PANTRY,379,6.89,CAGR-00002-00051
207,108,10,NATIONAL MANGO CHILLI SAUCE,SAUCES,539,6.89,CAGR-00002-00051
208,109,10,ZAIKA ASERIO GRAINS,GRAINS & PULSES,499,2.86,CAGR-00002-00052
209,109,10,ZAIKA ASERIO GRAINS,GROCERY,349,2.86,CAGR-00002-00052
210,109,10,ZAIKA ASERIO GRAINS,OTHER GRAINS & PULSES,625,2.86,CAGR-00002-00052
211,110,10,PAKWAN BASMATI RICE,GRAINS & PULSES,499,8.04,CAGR-00002-00053
212,110,10,PAKWAN BASMATI RICE,GROCERY,349,8.04,CAGR-00002-00053
213,110,10,PAKWAN BASMATI RICE,RICE,627,8.04,CAGR-00002-00053
214,111,10,DEEP CORIANDER SEEDS,DRY FRUITS,533,5.16,CAGR-00002-00054
215,111,10,DEEP CORIANDER SEEDS,PANTRY,379,5.16,CAGR-00002-00054
216,111,10,DEEP CORIANDER SEEDS,SEEDS,703,5.16,CAGR-00002-00054
217,112,10,ZAIKA GULKHAND MUKHWAS,COOKIES & CANDIES,495,3.44,CAGR-00002-00055
218,112,10,ZAIKA GULKHAND MUKHWAS,GROCERY,349,3.44,CAGR-00002-00055
219,112,10,ZAIKA GULKHAND MUKHWAS,MOUTH FRESHENER,605,3.44,CAGR-00002-00055
220,113,10,UNCLE CHIPPS UNCLE CHIPPS SPICY TREAT,CHIPS,724,1.42,CAGR-00002-00056
221,113,10,UNCLE CHIPPS UNCLE CHIPPS SPICY TREAT,PANTRY,379,1.42,CAGR-00002-00056
222,113,10,UNCLE CHIPPS UNCLE CHIPPS SPICY TREAT,SNACKS,540,1.42,CAGR-00002-00056
223,114,10,MDH CURY MASALA FOR MEAT,GROCERY,349,2.63,CAGR-00002-00057
224,114,10,MDH CURY MASALA FOR MEAT,MEAT MASALA,652,2.63,CAGR-00002-00057
225,114,10,MDH CURY MASALA FOR MEAT,SPICE MIX,503,2.63,CAGR-00002-00057
226,115,10,PEARL JELLY,JELLY FLAVOURS,709,1.71,CAGR-00002-00058
227,115,10,PEARL JELLY,MORE PANTRY,536,1.71,CAGR-00002-00058
228,115,10,PEARL JELLY,PANTRY,379,1.71,CAGR-00002-00058
229,116,10,DEEP ONION UTTAPAM,MORE SNACKS,727,3.44,CAGR-00002-00059
230,116,10,DEEP ONION UTTAPAM,PANTRY,379,3.44,CAGR-00002-00059
231,116,10,DEEP ONION UTTAPAM,SNACKS,540,3.44,CAGR-00002-00059
232,117,10,DETTOL CRISPY MENTHOL SOAP,HEALTH & PERSONAL,352,2.29,CAGR-00002-00060
233,117,10,DETTOL CRISPY MENTHOL SOAP,SKIN CARE,513,2.29,CAGR-00002-00060
234,117,10,DETTOL CRISPY MENTHOL SOAP,SOAP,692,2.29,CAGR-00002-00060
235,118,10,FRUITI-O LYCHEE JUICE,BEVERAGES,285,4.93,CAGR-00002-00061
236,118,10,FRUITI-O LYCHEE JUICE,COLD DRINKS & JUICES,441,4.93,CAGR-00002-00061
237,118,10,FRUITI-O LYCHEE JUICE,FLAVOURED JUICES,556,4.93,CAGR-00002-00061
238,119,10,DEEP CORIANDER CUMIN POWDER,GROCERY,349,2.86,CAGR-00002-00062
239,119,10,DEEP CORIANDER CUMIN POWDER,HERBS & SPICES,500,2.86,CAGR-00002-00062
240,119,10,DEEP CORIANDER CUMIN POWDER,POWDERED SPICES,634,2.86,CAGR-00002-00062
241,120,10,ZAIKA TUTTI FRUITTI ,COOKIES & CANDIES,495,3.44,CAGR-00002-00063
242,120,10,ZAIKA TUTTI FRUITTI ,GROCERY,349,3.44,CAGR-00002-00063
243,120,10,ZAIKA TUTTI FRUITTI ,TRADITIONAL SWEETS,607,3.44,CAGR-00002-00063
244,121,10,KFI TAMARIND DATE CHUTNEY SAUCE,CHUTNEY,721,3.78,CAGR-00002-00064
245,121,10,KFI TAMARIND DATE CHUTNEY SAUCE,PANTRY,379,3.78,CAGR-00002-00064
246,121,10,KFI TAMARIND DATE CHUTNEY SAUCE,SAUCES,539,3.78,CAGR-00002-00064
247,122,10,UPVAS SABUDANA,GRAINS & PULSES,499,2.86,CAGR-00002-00065
248,122,10,UPVAS SABUDANA,GROCERY,349,2.86,CAGR-00002-00065
249,122,10,UPVAS SABUDANA,OTHER GRAINS & PULSES,625,2.86,CAGR-00002-00065
250,123,10,HEMANI LAVENDER SOAP BAR,HEALTH & PERSONAL,352,2.86,CAGR-00002-00066
251,123,10,HEMANI LAVENDER SOAP BAR,SKIN CARE,513,2.86,CAGR-00002-00066
252,123,10,HEMANI LAVENDER SOAP BAR,SOAP,692,2.86,CAGR-00002-00066
253,124,10,RUBICON GUAVA JUICE,BEVERAGES,285,2.86,CAGR-00002-00067
254,124,10,RUBICON GUAVA JUICE,COLD DRINKS & JUICES,441,2.86,CAGR-00002-00067
255,124,10,RUBICON GUAVA JUICE,FLAVOURED JUICES,556,2.86,CAGR-00002-00067
256,125,10,SURATI  DOSA ROLLS,FLOUR,498,3.44,CAGR-00002-00068
257,125,10,SURATI  DOSA ROLLS,GROCERY,349,3.44,CAGR-00002-00068
258,125,10,SURATI  DOSA ROLLS,MORE FLOURS,619,3.44,CAGR-00002-00068
259,126,10,HANDI SUPREME KERNEL BASMATI RICE,GRAINS & PULSES,499,16.09,CAGR-00002-00069
260,126,10,HANDI SUPREME KERNEL BASMATI RICE,GROCERY,349,16.09,CAGR-00002-00069
261,126,10,HANDI SUPREME KERNEL BASMATI RICE,RICE,627,16.09,CAGR-00002-00069
262,127,10,MDH ACHARI GOSHT MASALA,GROCERY,349,2.06,CAGR-00002-00070
263,127,10,MDH ACHARI GOSHT MASALA,MEAT MASALA,652,2.06,CAGR-00002-00070
264,127,10,MDH ACHARI GOSHT MASALA,SPICE MIX,503,2.06,CAGR-00002-00070
265,128,10,NIHARTI CASTOR OIL,HERBAL OIL,708,8.04,CAGR-00002-00071
266,128,10,NIHARTI CASTOR OIL,MORE PANTRY,536,8.04,CAGR-00002-00071
267,128,10,NIHARTI CASTOR OIL,PANTRY,379,8.04,CAGR-00002-00071
268,129,10,HANDI SELA SUPREME KERNEL BASMATI RICE,GRAINS & PULSES,499,16.09,CAGR-00002-00072
269,129,10,HANDI SELA SUPREME KERNEL BASMATI RICE,GROCERY,349,16.09,CAGR-00002-00072
270,129,10,HANDI SELA SUPREME KERNEL BASMATI RICE,RICE,627,16.09,CAGR-00002-00072
271,130,10,TILDA  LEGENDARY RICE,GRAINS & PULSES,499,18.67,CAGR-00002-00073
272,130,10,TILDA  LEGENDARY RICE,GROCERY,349,18.67,CAGR-00002-00073
273,130,10,TILDA  LEGENDARY RICE,RICE,627,18.67,CAGR-00002-00073
274,131,10,HANDI BROWN BASMATI RICE,GRAINS & PULSES,499,14.36,CAGR-00002-00074
275,131,10,HANDI BROWN BASMATI RICE,GROCERY,349,14.36,CAGR-00002-00074
276,131,10,HANDI BROWN BASMATI RICE,RICE,627,14.36,CAGR-00002-00074
277,132,10,DEEP ONION RAVA MASALA DOSA,GROCERY,349,3.44,CAGR-00002-00075
278,132,10,DEEP ONION RAVA MASALA DOSA,MORE MASALA,653,3.44,CAGR-00002-00075
279,132,10,DEEP ONION RAVA MASALA DOSA,SPICE MIX,503,3.44,CAGR-00002-00075
280,133,10,DEEP TINDORA SLICES,FROZEN,344,2.86,CAGR-00002-00076
281,133,10,DEEP TINDORA SLICES,VEGAN & VEGETARIAN,485,2.86,CAGR-00002-00076
282,133,10,DEEP TINDORA SLICES,VEGAN & VEGIES,600,2.86,CAGR-00002-00076
283,134,10,PALMOLIVE REFRESHING MOISTURE SOAP,HEALTH & PERSONAL,352,2.86,CAGR-00002-00077
284,134,10,PALMOLIVE REFRESHING MOISTURE SOAP,SKIN CARE,513,2.86,CAGR-00002-00077
285,134,10,PALMOLIVE REFRESHING MOISTURE SOAP,SOAP,692,2.86,CAGR-00002-00077
286,135,10,BEDESSEE MARSHALL'S SARDINES,MIXED PANTRY,711,1.71,CAGR-00002-00078
287,135,10,BEDESSEE MARSHALL'S SARDINES,MORE PANTRY,536,1.71,CAGR-00002-00078
