SalesKey,OrderKey,ProductKey,CustomerKey,CustomerType,Quantity,TotalAmount,OrderDate,IsHighValueOrder,OrderYear,OrderMonth,OrderDay
135,15,52,2952,Returning,1,680.11,2020-03-01,True,2020,3,1
136,18,52,24,Returning,3,10240.11,2020-03-01,True,2020,3,1
137,18,52,26,Returning,3,10240.11,2020-03-01,True,2020,3,1
138,18,52,27,Returning,3,10240.11,2020-03-01,True,2020,3,1
139,18,52,69,Returning,3,10240.11,2020-03-01,True,2020,3,1
140,18,52,71,Returning,3,10240.11,2020-03-01,True,2020,3,1
141,18,52,72,Returning,3,10240.11,2020-03-01,True,2020,3,1
142,18,52,5793,Returning,3,10240.11,2020-03-01,True,2020,3,1
143,18,52,5835,Returning,3,10240.11,2020-03-01,True,2020,3,1
144,18,52,5837,Returning,3,10240.11,2020-03-01,True,2020,3,1
145,18,52,5838,Returning,3,10240.11,2020-03-01,True,2020,3,1
146,18,52,2954,Returning,3,10240.11,2020-03-01,True,2020,3,1
147,18,52,2955,Returning,3,10240.11,2020-03-01,True,2020,3,1
148,18,52,5790,Returning,3,10240.11,2020-03-01,True,2020,3,1
149,18,52,5792,Returning,3,10240.11,2020-03-01,True,2020,3,1
150,18,52,2907,Returning,3,10240.11,2020-03-01,True,2020,3,1
151,18,52,2909,Returning,3,10240.11,2020-03-01,True,2020,3,1
152,18,52,2910,Returning,3,10240.11,2020-03-01,True,2020,3,1
153,18,52,2952,Returning,3,10240.11,2020-03-01,True,2020,3,1
154,20,52,24,Returning,1,810.11,2020-03-01,True,2020,3,1
155,20,52,26,Returning,1,810.11,2020-03-01,True,2020,3,1
156,20,52,27,Returning,1,810.11,2020-03-01,True,2020,3,1
157,20,52,69,Returning,1,810.11,2020-03-01,True,2020,3,1
158,20,52,71,Returning,1,810.11,2020-03-01,True,2020,3,1
159,20,52,72,Returning,1,810.11,2020-03-01,True,2020,3,1
160,20,52,5793,Returning,1,810.11,2020-03-01,True,2020,3,1
161,20,52,5835,Returning,1,810.11,2020-03-01,True,2020,3,1
162,20,52,5837,Returning,1,810.11,2020-03-01,True,2020,3,1
163,20,52,5838,Returning,1,810.11,2020-03-01,True,2020,3,1
164,20,52,2954,Returning,1,810.11,2020-03-01,True,2020,3,1
165,20,52,2955,Returning,1,810.11,2020-03-01,True,2020,3,1
166,20,52,5790,Returning,1,810.11,2020-03-01,True,2020,3,1
167,20,52,5792,Returning,1,810.11,2020-03-01,True,2020,3,1
168,20,52,2907,Returning,1,810.11,2020-03-01,True,2020,3,1
169,20,52,2909,Returning,1,810.11,2020-03-01,True,2020,3,1
170,20,52,2910,Returning,1,810.11,2020-03-01,True,2020,3,1
171,20,52,2952,Returning,1,810.11,2020-03-01,True,2020,3,1
172,17,53,24,Returning,1,10240.11,2020-03-01,True,2020,3,1
173,17,53,26,Returning,1,10240.11,2020-03-01,True,2020,3,1
174,17,53,27,Returning,1,10240.11,2020-03-01,True,2020,3,1
175,17,53,69,Returning,1,10240.11,2020-03-01,True,2020,3,1
176,17,53,71,Returning,1,10240.11,2020-03-01,True,2020,3,1
177,17,53,72,Returning,1,10240.11,2020-03-01,True,2020,3,1
178,17,53,5793,Returning,1,10240.11,2020-03-01,True,2020,3,1
179,17,53,5835,Returning,1,10240.11,2020-03-01,True,2020,3,1
180,17,53,5837,Returning,1,10240.11,2020-03-01,True,2020,3,1
181,17,53,5838,Returning,1,10240.11,2020-03-01,True,2020,3,1
182,17,53,2954,Returning,1,10240.11,2020-03-01,True,2020,3,1
183,17,53,2955,Returning,1,10240.11,2020-03-01,True,2020,3,1
184,17,53,5790,Returning,1,10240.11,2020-03-01,True,2020,3,1
185,17,53,5792,Returning,1,10240.11,2020-03-01,True,2020,3,1
186,17,53,2907,Returning,1,10240.11,2020-03-01,True,2020,3,1
187,17,53,2909,Returning,1,10240.11,2020-03-01,True,2020,3,1
188,17,53,2910,Returning,1,10240.11,2020-03-01,True,2020,3,1
189,17,53,2952,Returning,1,10240.11,2020-03-01,True,2020,3,1
190,22,61,24,Returning,1,26.08,2020-04-10,False,2020,4,10
191,22,61,26,Returning,1,26.08,2020-04-10,False,2020,4,10
192,22,61,27,Returning,1,26.08,2020-04-10,False,2020,4,10
193,22,61,69,Returning,1,26.08,2020-04-10,False,2020,4,10
194,22,61,71,Returning,1,26.08,2020-04-10,False,2020,4,10
195,22,61,72,Returning,1,26.08,2020-04-10,False,2020,4,10
196,22,61,5793,Returning,1,26.08,2020-04-10,False,2020,4,10
197,22,61,5835,Returning,1,26.08,2020-04-10,False,2020,4,10
198,22,61,5837,Returning,1,26.08,2020-04-10,False,2020,4,10
199,22,61,5838,Returning,1,26.08,2020-04-10,False,2020,4,10
200,22,61,2954,Returning,1,26.08,2020-04-10,False,2020,4,10
201,22,61,2955,Returning,1,26.08,2020-04-10,False,2020,4,10
202,22,61,5790,Returning,1,26.08,2020-04-10,False,2020,4,10
203,22,61,5792,Returning,1,26.08,2020-04-10,False,2020,4,10
204,22,61,2907,Returning,1,26.08,2020-04-10,False,2020,4,10
205,22,61,2909,Returning,1,26.08,2020-04-10,False,2020,4,10
206,22,61,2910,Returning,1,26.08,2020-04-10,False,2020,4,10
207,22,61,2952,Returning,1,26.08,2020-04-10,False,2020,4,10
208,40,61,24,Returning,1,309.09,2020-04-10,False,2020,4,10
209,40,61,26,Returning,1,309.09,2020-04-10,False,2020,4,10
210,40,61,27,Returning,1,309.09,2020-04-10,False,2020,4,10
211,40,61,69,Returning,1,309.09,2020-04-10,False,2020,4,10
212,40,61,71,Returning,1,309.09,2020-04-10,False,2020,4,10
213,40,61,72,Returning,1,309.09,2020-04-10,False,2020,4,10
214,40,61,5793,Returning,1,309.09,2020-04-10,False,2020,4,10
215,40,61,5835,Returning,1,309.09,2020-04-10,False,2020,4,10
216,40,61,5837,Returning,1,309.09,2020-04-10,False,2020,4,10
217,40,61,5838,Returning,1,309.09,2020-04-10,False,2020,4,10
218,40,61,2954,Returning,1,309.09,2020-04-10,False,2020,4,10
219,40,61,2955,Returning,1,309.09,2020-04-10,False,2020,4,10
220,40,61,5790,Returning,1,309.09,2020-04-10,False,2020,4,10
221,40,61,5792,Returning,1,309.09,2020-04-10,False,2020,4,10
222,40,61,2907,Returning,1,309.09,2020-04-10,False,2020,4,10
223,40,61,2909,Returning,1,309.09,2020-04-10,False,2020,4,10
224,40,61,2910,Returning,1,309.09,2020-04-10,False,2020,4,10
225,40,61,2952,Returning,1,309.09,2020-04-10,False,2020,4,10
226,73,61,24,Returning,1,324.54,2020-04-12,False,2020,4,12
227,73,61,26,Returning,1,324.54,2020-04-12,False,2020,4,12
228,73,61,27,Returning,1,324.54,2020-04-12,False,2020,4,12
229,73,61,69,Returning,1,324.54,2020-04-12,False,2020,4,12
230,73,61,71,Returning,1,324.54,2020-04-12,False,2020,4,12
231,73,61,72,Returning,1,324.54,2020-04-12,False,2020,4,12
232,73,61,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
233,73,61,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
234,73,61,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
235,73,61,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
236,73,61,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
237,73,61,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
238,73,61,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
239,73,61,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
240,73,61,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
241,73,61,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
242,73,61,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
243,73,61,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
244,106,61,24,Returning,1,324.54,2020-04-12,False,2020,4,12
245,106,61,26,Returning,1,324.54,2020-04-12,False,2020,4,12
246,106,61,27,Returning,1,324.54,2020-04-12,False,2020,4,12
247,106,61,69,Returning,1,324.54,2020-04-12,False,2020,4,12
248,106,61,71,Returning,1,324.54,2020-04-12,False,2020,4,12
249,106,61,72,Returning,1,324.54,2020-04-12,False,2020,4,12
250,106,61,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
251,106,61,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
252,106,61,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
253,106,61,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
254,106,61,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
255,106,61,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
256,106,61,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
257,106,61,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
258,106,61,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
259,106,61,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
260,106,61,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
261,106,61,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
262,139,61,24,Returning,1,324.54,2020-04-12,False,2020,4,12
263,139,61,26,Returning,1,324.54,2020-04-12,False,2020,4,12
264,139,61,27,Returning,1,324.54,2020-04-12,False,2020,4,12
265,139,61,69,Returning,1,324.54,2020-04-12,False,2020,4,12
266,139,61,71,Returning,1,324.54,2020-04-12,False,2020,4,12
267,139,61,72,Returning,1,324.54,2020-04-12,False,2020,4,12
268,139,61,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
269,139,61,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
270,139,61,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
271,139,61,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
272,139,61,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
273,139,61,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
274,139,61,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
275,139,61,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
276,139,61,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
277,139,61,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
278,139,61,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
279,139,61,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
280,172,61,24,Returning,1,324.54,2020-04-12,False,2020,4,12
281,172,61,26,Returning,1,324.54,2020-04-12,False,2020,4,12
282,172,61,27,Returning,1,324.54,2020-04-12,False,2020,4,12
283,172,61,69,Returning,1,324.54,2020-04-12,False,2020,4,12
284,172,61,71,Returning,1,324.54,2020-04-12,False,2020,4,12
285,172,61,72,Returning,1,324.54,2020-04-12,False,2020,4,12
286,172,61,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
287,172,61,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
288,172,61,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
289,172,61,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
290,172,61,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
291,172,61,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
292,172,61,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
293,172,61,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
294,172,61,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
295,172,61,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
296,172,61,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
297,172,61,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
298,22,62,24,Returning,1,26.08,2020-04-10,False,2020,4,10
299,22,62,26,Returning,1,26.08,2020-04-10,False,2020,4,10
300,22,62,27,Returning,1,26.08,2020-04-10,False,2020,4,10
301,22,62,69,Returning,1,26.08,2020-04-10,False,2020,4,10
302,22,62,71,Returning,1,26.08,2020-04-10,False,2020,4,10
303,22,62,72,Returning,1,26.08,2020-04-10,False,2020,4,10
304,22,62,5793,Returning,1,26.08,2020-04-10,False,2020,4,10
305,22,62,5835,Returning,1,26.08,2020-04-10,False,2020,4,10
306,22,62,5837,Returning,1,26.08,2020-04-10,False,2020,4,10
307,22,62,5838,Returning,1,26.08,2020-04-10,False,2020,4,10
308,22,62,2954,Returning,1,26.08,2020-04-10,False,2020,4,10
309,22,62,2955,Returning,1,26.08,2020-04-10,False,2020,4,10
310,22,62,5790,Returning,1,26.08,2020-04-10,False,2020,4,10
311,22,62,5792,Returning,1,26.08,2020-04-10,False,2020,4,10
312,22,62,2907,Returning,1,26.08,2020-04-10,False,2020,4,10
313,22,62,2909,Returning,1,26.08,2020-04-10,False,2020,4,10
314,22,62,2910,Returning,1,26.08,2020-04-10,False,2020,4,10
315,22,62,2952,Returning,1,26.08,2020-04-10,False,2020,4,10
316,40,62,24,Returning,1,309.09,2020-04-10,False,2020,4,10
317,40,62,26,Returning,1,309.09,2020-04-10,False,2020,4,10
318,40,62,27,Returning,1,309.09,2020-04-10,False,2020,4,10
319,40,62,69,Returning,1,309.09,2020-04-10,False,2020,4,10
320,40,62,71,Returning,1,309.09,2020-04-10,False,2020,4,10
321,40,62,72,Returning,1,309.09,2020-04-10,False,2020,4,10
322,40,62,5793,Returning,1,309.09,2020-04-10,False,2020,4,10
323,40,62,5835,Returning,1,309.09,2020-04-10,False,2020,4,10
324,40,62,5837,Returning,1,309.09,2020-04-10,False,2020,4,10
325,40,62,5838,Returning,1,309.09,2020-04-10,False,2020,4,10
326,40,62,2954,Returning,1,309.09,2020-04-10,False,2020,4,10
327,40,62,2955,Returning,1,309.09,2020-04-10,False,2020,4,10
328,40,62,5790,Returning,1,309.09,2020-04-10,False,2020,4,10
329,40,62,5792,Returning,1,309.09,2020-04-10,False,2020,4,10
330,40,62,2907,Returning,1,309.09,2020-04-10,False,2020,4,10
331,40,62,2909,Returning,1,309.09,2020-04-10,False,2020,4,10
332,40,62,2910,Returning,1,309.09,2020-04-10,False,2020,4,10
333,40,62,2952,Returning,1,309.09,2020-04-10,False,2020,4,10
334,73,62,24,Returning,1,324.54,2020-04-12,False,2020,4,12
335,73,62,26,Returning,1,324.54,2020-04-12,False,2020,4,12
336,73,62,27,Returning,1,324.54,2020-04-12,False,2020,4,12
337,73,62,69,Returning,1,324.54,2020-04-12,False,2020,4,12
338,73,62,71,Returning,1,324.54,2020-04-12,False,2020,4,12
339,73,62,72,Returning,1,324.54,2020-04-12,False,2020,4,12
340,73,62,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
341,73,62,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
342,73,62,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
343,73,62,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
344,73,62,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
345,73,62,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
346,73,62,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
347,73,62,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
348,73,62,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
349,73,62,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
350,73,62,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
351,73,62,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
352,106,62,24,Returning,1,324.54,2020-04-12,False,2020,4,12
353,106,62,26,Returning,1,324.54,2020-04-12,False,2020,4,12
354,106,62,27,Returning,1,324.54,2020-04-12,False,2020,4,12
355,106,62,69,Returning,1,324.54,2020-04-12,False,2020,4,12
356,106,62,71,Returning,1,324.54,2020-04-12,False,2020,4,12
357,106,62,72,Returning,1,324.54,2020-04-12,False,2020,4,12
358,106,62,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
359,106,62,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
360,106,62,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
361,106,62,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
362,106,62,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
363,106,62,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
364,106,62,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
365,106,62,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
366,106,62,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
367,106,62,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
368,106,62,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
369,106,62,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
370,139,62,24,Returning,1,324.54,2020-04-12,False,2020,4,12
371,139,62,26,Returning,1,324.54,2020-04-12,False,2020,4,12
372,139,62,27,Returning,1,324.54,2020-04-12,False,2020,4,12
373,139,62,69,Returning,1,324.54,2020-04-12,False,2020,4,12
374,139,62,71,Returning,1,324.54,2020-04-12,False,2020,4,12
375,139,62,72,Returning,1,324.54,2020-04-12,False,2020,4,12
376,139,62,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
377,139,62,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
378,139,62,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
379,139,62,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
380,139,62,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
381,139,62,2955,Returning,1,324.54,2020-04-12,False,2020,4,12
382,139,62,5790,Returning,1,324.54,2020-04-12,False,2020,4,12
383,139,62,5792,Returning,1,324.54,2020-04-12,False,2020,4,12
384,139,62,2907,Returning,1,324.54,2020-04-12,False,2020,4,12
385,139,62,2909,Returning,1,324.54,2020-04-12,False,2020,4,12
386,139,62,2910,Returning,1,324.54,2020-04-12,False,2020,4,12
387,139,62,2952,Returning,1,324.54,2020-04-12,False,2020,4,12
388,172,62,24,Returning,1,324.54,2020-04-12,False,2020,4,12
389,172,62,26,Returning,1,324.54,2020-04-12,False,2020,4,12
390,172,62,27,Returning,1,324.54,2020-04-12,False,2020,4,12
391,172,62,69,Returning,1,324.54,2020-04-12,False,2020,4,12
392,172,62,71,Returning,1,324.54,2020-04-12,False,2020,4,12
393,172,62,72,Returning,1,324.54,2020-04-12,False,2020,4,12
394,172,62,5793,Returning,1,324.54,2020-04-12,False,2020,4,12
395,172,62,5835,Returning,1,324.54,2020-04-12,False,2020,4,12
396,172,62,5837,Returning,1,324.54,2020-04-12,False,2020,4,12
397,172,62,5838,Returning,1,324.54,2020-04-12,False,2020,4,12
398,172,62,2954,Returning,1,324.54,2020-04-12,False,2020,4,12
